linha_origem,matricula_raw,nome_raw,cpf_raw,orgao_raw,erros
118631,GO0110921,Rafael Souza,210.184.558-81,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_109922
118636,GO0119635,Juliana Santos,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:juliana.santos'}"
118651,GO0009152,Aline Costa,962.458.983-47,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_8153
118652,GO0104188,Mônica Rodrigues,283.020.770-11,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_103189
118657,GO0119656,Eduardo Silva,883.000.399-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_44079
118667,GO0119666,João Martins,762.498.176-22,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26492
118668,GO0119667,Renata Cardoso,571.484.869-07,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_16950
118675,GO0119674,Ana Cavalcanti,826.868.077-19,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_117130
118695,GO0018754,Pedro Moreira,683.180.749-70,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_17755
118702,GO0119701,Rafael Rocha,516.009.787-82,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_94927
118706,GO0119705,Tatiane Cavalcanti,894.565.191-46,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_73704
118742,GO0119741,Fernanda Melo,, GOIASPREV,{'cpf': 'cpf_nulo'}
118750,GO0014907,Sandra Barbosa,785.377.411-55,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_13908
118757,GO0033011,Pedro Melo,123.199.191-12,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_32012
118763,GO0099273,Larissa Barbosa,693.525.716-74,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_98274
118771,GO0119770,Gustavo Carvalho,405.574.749-72,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_44914
118775,GO0119774,Ana Borges,,GOIASPREV ,{'cpf': 'cpf_nulo'}
118800,GO0108378,Patrícia Souza,018.091.609-66,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_107379
118835,GO0119834,Juliana Almeida,,goiasprev,{'cpf': 'cpf_nulo'}
118840,GO0119839,Aline Monteiro,689.407.337-90,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_23843
118852,GO0023541,Tatiane Dias,316.133.682-14,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_22542
118869,GO0119868,Thiago Araújo,663.504.837-75,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_50633
118874,GO0119873,Bruno Teixeira,213.121.241-89,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_45412
118878,GO0051259,Bruno Castro,210.454.633-45,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_50260
118882,GO0119881,Rodrigo Teixeira,729.464.431-51,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_54644
118884,GO0078436,Priscila Ribeiro,161.361.150-74,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_77437
118892,GO0119891,Mônica Dias,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:mônica.dias@goiasprev.go.gov.br'}"
118894,GO0119893,Priscila Castro,709.454.638-11,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26468
118908,GO0119907,Larissa Ribeiro,122.777.012-20,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_96662
118922,GO0119921,Thiago Teixeira,787.611.919-80,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_93964
118924,GO0044714,Rafael Moura,008.569.992-21,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_43715
118925,GO0119924,Vinicius Nascimento,,Goiasprev,{'cpf': 'cpf_nulo'}
118962,GO0119961,Vinicius Rodrigues,169.369.972-67,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_4201
118963,GO0119962,Maria Lima,498.740.908-27,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_11516
118967,GO0119966,Rodrigo Moreira,,GOIASPREV,{'cpf': 'cpf_nulo'}
118971,GO0119970,Marcos Teixeira,100.756.190-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_86858
118973,GO0119972,Henrique Moura,343.103.633-26,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_25307
118987,GO0119986,Larissa Costa,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'data_admissao': 'data_admissao_nulo'}"
118993,GO0119992,Rodrigo Moura,284.103.707-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_68092
118999,GO0119998,Simone Oliveira,638.107.373-93,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_115846
119016,GO0120015,Eduardo Souza,915.050.980-23,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_70435
119020,GO0113600,Felipe Rocha,927.951.116-83,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_112601
119027,GO0120026,João Cardoso,953.182.404-64,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_20800
119028,GO0120027,Larissa Souza,099.084.692-27,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_18845
119030,GO0120029,Beatriz Almeida,477.795.048-93,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_96486
119032,GO0060686,Ricardo Araújo,813.034.600-81,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_59687
119055,GO0120054,Daniela Moreira,,GOIASPREV,{'cpf': 'cpf_nulo'}
119071,GO0120070,Vanessa Teixeira,738.261.598-15,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_19294
119111,GO0120110,JOÃO MELO,,GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.melo@goiasprev.go.gov.br'}"
119123,GO0026508,Mônica Monteiro,113.121.494-84,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_25509
119127,GO0120126,Patrícia Costa,531.963.643-79,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_69160
119141,GO0056888,Priscila Araújo,934.144.442-05,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_55889
119148,GO0085660,Bruno Castro,997.005.474-63,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_84661
119150,GO0120149,beatriz rocha,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_nulo'}"
119153,GO0106312,Felipe Santos,731.126.523-83,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_105313
119156,GO0120155,Simone Campos,326.206.937-71,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_69310
119168,GO0120167,Felipe Borges,409.917.876-48,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_28038
119179,GO0120178,Vinicius Ferreira,728.681.401-84,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_77445
119181,GO0120180,João Rocha,422.583.665-04,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_83084
119187,GO0087445,Larissa Cardoso,216.283.771-73,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_86446
119192,GO0120191,Mônica Nunes,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:mônica.nunes@goiasprev.go.gov.br'}"
119196,GO0120195,Rodrigo Santos,,GOIASPREV ,{'cpf': 'cpf_nulo'}
119207,GO0120206,Larissa Araújo,, GOIASPREV,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:larissa.araújo@goiasprev.go.gov.br'}"
119215,GO0120214,Juliana Campos,898.469.590-89,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_12197
119224,GO0120223,Bruno Borges,256.473.911-99,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_21939
119234,GO0120233,camila araújo,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:camila.araújo@goiasprev.go.gov.br'}"
119250,GO0023771,Leandro Cardoso,545.872.530-39,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_22772
119251,GO0120250,Vinicius Rodrigues,650.977.262-63,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_106147
119259,GO0120258,Larissa Almeida,188.301.217-87,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_74503
119265,GO0120264,Marcos Ribeiro,503.296.104-59,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85130
119266,GO0120265,João Rocha,418.196.523-01,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_104727
119267,GO0120266,Marcos Castro,303.178.556-52,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_81550
119282,GO0120281,Bruno Lima,,goiasprev,{'cpf': 'cpf_nulo'}
119298,GO0120297,Eduardo Silva,169.153.739-54,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_40685
119303,GO0120302,fernanda campos,,GOIASPREV,{'cpf': 'cpf_nulo'}
119319,GO0120318,Sandra Ribeiro,879.554.697-58,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_45920
119339,GO0120338,Daniela Araújo,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:daniela.araújo@goiasprev.go.gov.br'}"
119349,GO0120348,Ricardo Nunes,982.163.091-34,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_5263
119358,GO0120357,Carlos Rodrigues,527.699.633-20,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_46099
119360,GO0044531,Ricardo Rocha,921.523.814-80,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_43532
119368,GO0120367,Renata Rocha,008.289.244-28,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_101951
119388,GO0120387,Leandro Santos,,GOIASPREV ,{'cpf': 'cpf_nulo'}
119390,GO0120389,Rafael Pereira,323.184.852-53,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_75352
119394,GO0120393,BRUNO MONTEIRO,,goiasprev,{'cpf': 'cpf_nulo'}
119401,GO0120400,Priscila Lima,028.467.923-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_116033
119403,GO0065336,Maria Dias,, GOIASPREV,{'cpf': 'cpf_nulo'}
119404,GO0120403,Daniela Moreira,,Goiasprev,{'cpf': 'cpf_nulo'}
119422,GO0006218,Larissa Carvalho,390.233.941-42,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_5219
119437,GO0120436,Alexandre Carvalho,,goiasprev,{'cpf': 'cpf_nulo'}
119438,GO0120437,  Cristina Teixeira  ,,GOIASPREV,{'cpf': 'cpf_nulo'}
119441,GO0120440,Eduardo Nunes,626.223.577-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_106972
119446,GO0120445,Fernanda Silva,111.390.145-95,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_106624
119453,GO0120452,Cristina Campos,, GOIASPREV,{'cpf': 'cpf_nulo'}
119455,GO0120454,Vanessa Lima,275.719.004-61,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_20331
119471,GO0120470,Marcos Rodrigues,769.280.794-62,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_110411
119472,GO0120471,Ana Teixeira,,Goiasprev,{'cpf': 'cpf_nulo'}
119474,GO0120473,Daniela Rodrigues,887.160.361-66,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_36020
119476,GO0091810,Beatriz Cardoso,357.775.431-05,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_90811
119481,GO0120480,Eduardo Silva,591.784.770-73,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_117623
119493,GO0017148,Alexandre Almeida,927.774.029-31,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_16149
119496,GO0120495,Ana Borges,, GOIASPREV,{'cpf': 'cpf_nulo'}
119499,GO0120498,Eduardo Lima,,GOIASPREV,{'cpf': 'cpf_nulo'}
119500,GO0120499,Marcos Araújo,,GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:marcos.araújo@goiasprev.go.gov.br'}"
119515,GO0120514,Beatriz Moura,, GOIASPREV,{'cpf': 'cpf_nulo'}
119522,GO0120521,Lucas Santos,175.753.976-87,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_67256
119525,GO0060190,Priscila Melo,468.551.161-26,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_59191
119532,GO0120531,Daniela Almeida,, GOIASPREV,{'cpf': 'cpf_nulo'}
119539,GO0033665,Carlos Carvalho,032.292.294-31,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_32666
119547,GO0120546,Priscila Castro,552.823.133-30,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_94242
119549,GO0015536,Priscila Almeida,375.069.690-08,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_14537
119566,GO0090025,Larissa Campos,138.788.693-85,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_89026
119580,GO0120579,Priscila Araújo,,GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:priscila.araújo@goiasprev.go.gov.br'}"
119581,GO0120580,Priscila Monteiro,,GOIASPREV ,{'cpf': 'cpf_nulo'}
119585,GO0118014,Simone Nascimento,692.101.108-98,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_117015
119606,GO0120605,Simone Barbosa,368.712.517-91,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_76057
119625,GO0104849,Mônica Gomes,079.846.884-40,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_103850
119672,GO0120671,Ricardo Teixeira,767.136.990-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_1661
119696,GO0120695,Felipe Santos,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:@goiasprev.go.gov.br'}"
119701,GO0085356,Diego Rodrigues,467.328.850-06,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_84357
119705,GO0120704,Alexandre Borges,,goiasprev,{'cpf': 'cpf_nulo'}
119723,GO0120722,Eduardo Rodrigues,, GOIASPREV,"{'cpf': 'cpf_nulo', 'data_admissao': 'data_admissao_nulo'}"
119737,GO0017169,Lucas Silva,763.821.868-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_16170
119746,GO0120745,Pedro Nunes,,goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:@goiasprev.go.gov.br'}"
119750,GO0120749,Vinicius Oliveira,800.502.316-45,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_52047
119757,GO0076904,Henrique Borges,444.660.046-67,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_75905
119777,GO0120776,Maria Oliveira,383.569.650-31,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_37240
119779,GO0120778,Bruno Cardoso,490.308.240-53,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_37836
119782,GO0120781,Cristina Martins,,goiasprev,{'cpf': 'cpf_nulo'}
119807,GO0120806,Eduardo Dias,119.030.093-49,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85862
119814,GO0100516,Carlos Almeida,440.990.615-00,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_99517
119820,GO0120819,Vinicius Rocha,,GOIASPREV,{'cpf': 'cpf_nulo'}
119846,GO0120845,Lucas Lima,,GOIASPREV ,{'cpf': 'cpf_nulo'}
119849,GO0035376,Vinicius Teixeira,810.855.404-38,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_34377
119853,GO0056584,Sandra Carvalho,826.736.448-04,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_55585
119859,GO0120858,Cristina Nascimento,031.163.827-84,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_64275
119866,GO0120865,Diego Araújo,929.494.494-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85619
119886,GO0120885,Mônica Nunes,391.798.875-90,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_99884
119893,GO0047652,Simone Campos,196.221.467-55,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_46653
119896,GO0038585,Renata Moreira,570.417.095-04,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_37586
119904,GO0120903,Daniela Cardoso,,Goiasprev,{'cpf': 'cpf_nulo'}
119921,GO0120920,Vinicius Ribeiro,,goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:@goiasprev.go.gov.br'}"
119922,GO0084046,Juliana Monteiro,363.922.442-74,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_83047
119956,GO0120955,Sandra Oliveira,702.980.459-87,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85206
119970,GO0120969,Pedro Barbosa,380.166.341-18,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_2100
119985,GO0120984,Ana Barbosa,,Goiasprev,{'cpf': 'cpf_nulo'}
119990,GO0120989,Mônica Teixeira,,GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'sexo': 'sexo_nulo', 'email': 'email_invalido:mônica.teixeira@goiasprev.go.gov.br'}"
120006,GO0103470,Bruno Gomes,796.413.381-41,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_102471
120011,GO0010054,Fernanda Campos,819.441.647-87,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_9055
120025,GO0121024,Alexandre Gomes,, GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:alexandre.gomes@@goiasprev.go.gov.br'}"
120040,GO0121039,Tatiane Ribeiro,, GOIASPREV,{'cpf': 'cpf_nulo'}
120041,GO0121040,Eduardo Rodrigues,199.493.378-19,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_88505
120057,GO0121056,Mônica Rocha,,GOIASPREV,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo', 'email': 'email_invalido:mônica.rocha@goiasprev.go.gov.br'}"
120063,GO0121062,Gustavo Nunes,,Goiasprev,{'cpf': 'cpf_nulo'}
120069,GO0121068,Vanessa Rocha,643.101.968-09,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_71147
120070,GO0121069,Tatiane Melo,693.777.005-02,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_63197
120075,GO0103900,João Silva,512.124.533-43,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_102901
120090,GO0069697,Bruno Barbosa,923.959.438-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_68698
120093,GO0121092,Gustavo Cardoso,989.172.665-38,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_60507
120094,GO0066826,Marcos Melo,377.097.479-80,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_65827
120095,GO0121094,Beatriz  Araújo,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:beatriz.araújo@goiasprev.go.gov.br'}"
120097,GO0121096,Bruno Barbosa,,Goiasprev,{'cpf': 'cpf_nulo'}
120101,GO0121100,Sandra Lima,327.346.694-47,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_39100
120107,GO0115905,Leandro Moreira,094.389.630-13,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_114906
120120,GO0121119,PATRÍCIA MELO,,Goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:patrícia.melo@goiasprev.go.gov.br'}"
120121,GO0110685,Alexandre Rocha,088.415.339-42,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_109686
120124,GO0121123,Rafael Borges,,GOIASPREV,{'cpf': 'cpf_nulo'}
120128,GO0121127,Beatriz Nascimento,131.993.322-36,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_13130
120139,GO0121138,Gustavo Carvalho,470.983.857-45,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_83779
120147,GO0121146,Fernanda Barbosa,,Goiasprev,{'cpf': 'cpf_nulo'}
120149,GO0121148,Juliana Moura,,GOIASPREV ,"{'cpf': 'cpf_nulo', 'data_nascimento': 'data_nascimento_nulo'}"
120155,GO0007326,Renata Moura,,GOIASPREV,"{'cpf': 'cpf_nulo', 'sexo': 'sexo_nulo'}"
120169,GO0006519,Maria Melo,721.132.290-22,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_5520
120199,GO0121198,Alexandre Gomes,839.102.200-16,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_109389
120205,GO0066519,Renata Carvalho,133.620.480-69,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_65520
120244,GO0121243,Diego Campos,,GOIASPREV,{'cpf': 'cpf_nulo'}
120247,GO0121246,Patrícia Moreira,751.626.743-73,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_4699
120270,GO0121269,Larissa Pereira,,GOIASPREV,{'cpf': 'cpf_nulo'}
120272,GO0121271,Vanessa Teixeira,067.522.207-46,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_39514
120276,GO0121275,João Dias,662.023.079-20,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_54984
120301,GO0104304,Juliana Santos,,Goiasprev,{'cpf': 'cpf_nulo'}
120308,GO0121307,Carlos Campos,536.247.213-55,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_17422
120325,GO0121324,Vinicius Souza,249.747.789-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26479
120331,GO0121330,Fernanda Santos,, GOIASPREV,{'cpf': 'cpf_nulo'}
120336,GO0121335,Rafael Lima,, GOIASPREV,{'cpf': 'cpf_nulo'}
120337,GO0121336,Rafael Melo,,Goiasprev,{'cpf': 'cpf_nulo'}
120344,GO0121343,Aline Ferreira,046.215.795-05,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_71199
120351,GO0121350,Felipe Moura,,GOIASPREV ,{'cpf': 'cpf_nulo'}
120377,GO0121376,João Barbosa,,goiasprev,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:joão.barbosa@goiasprev.go.gov.br'}"
120424,GO0121423,Mônica Moura,932.547.863-51,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_62352
120445,GO0121444,Alexandre Costa,492.359.026-43,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_66675
120469,GO0121468,João Nunes,913.296.991-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_45461
120472,GO0121471,Eduardo Campos,,Goiasprev,{'cpf': 'cpf_nulo'}
120473,GO0121472,Priscila Rodrigues,011.471.677-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_68592
120475,GO0121474,Pedro Ferreira,624.732.043-70,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_15220
120485,GO0121484,Ricardo Souza,,goiasprev,{'cpf': 'cpf_nulo'}
120490,GO0061353,Aline Almeida,779.078.915-44,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_60354
120496,GO0121495,Rodrigo Pereira,824.738.233-78,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_17647
120516,GO0121515,Priscila Oliveira,098.839.344-12,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_75523
120517,GO0003611,Rafael Campos,844.505.321-11,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_2612
120531,GO0121530,Maria Cardoso,530.066.310-03,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_76129
120539,GO0121538,Ricardo Moura,257.195.639-62,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_88215
120544,GO0121543,Rodrigo Nascimento,,goiasprev,{'cpf': 'cpf_nulo'}
120555,GO0121554,Gustavo Lima,,GOIASPREV ,{'cpf': 'cpf_nulo'}
120563,GO0121562,Marcos Silva,761.944.632-50,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_53716
120589,GO0121588,Thiago Campos,341.291.233-72,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_43577
120620,GO0109689,Leandro Silva,990.379.400-99,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_85950
120622,GO0121621,Eduardo Castro,,GOIASPREV ,{'cpf': 'cpf_nulo'}
120631,GO0027018,Thiago Dias,454.350.186-54,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_26019
120661,GO0121660,Diego Moura,257.488.493-86,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_15550
120678,GO0121677,Sandra Melo,300.297.789-22,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_67593
120687,GO0121686,Mônica Carvalho,828.284.004-55,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_1725
120695,GO0033410,Rafael Nunes,794.861.949-94,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_32411
120705,GO0012893,Rafael Martins,521.667.672-63,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_11894
120709,GO0121708,Felipe Barbosa,,Goiasprev,{'cpf': 'cpf_nulo'}
120714,GO0121713,Felipe Nunes,317.400.113-13,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_110508
120740,GO0102977,Simone Borges,897.024.951-22,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_101978
120749,GO0121748,Fernanda Ribeiro,996.641.169-29,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_51401
120761,GO0094299,Marcos Costa,546.472.790-89,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_93300
120777,GO0121776,Lucas Nascimento,538.073.844-58,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_25579
120803,GO0121802,Camila Costa,945.639.825-26,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_103450
120808,GO0121807,Diego Teixeira,542.566.579-21,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_66586
120820,GO0121819,Felipe Santos,426.542.867-79,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_23626
120832,GO0121831,Maria Oliveira,,GOIASPREV ,{'cpf': 'cpf_nulo'}
120835,GO0121834,  Beatriz Cardoso  ,, GOIASPREV,{'cpf': 'cpf_nulo'}
120841,GO0121840,Maria Costa,952.290.892-33,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_43591
120849,GO0121848,Tatiane Gomes,767.596.129-40,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_100004
120860,GO0121859,Thiago Moura,548.166.852-20,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_22995
120870,GO0121869,João Campos,367.236.445-75,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_73269
120872,GO0121871,Bruno Borges,,GOIASPREV,"{'cpf': 'cpf_nulo', 'email': 'email_invalido:bruno.borges@'}"
120903,GO0057790,Felipe Borges,197.046.152-28,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_56791
120916,GO0121915,Beatriz Nascimento,075.007.328-49,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_33218
120926,GO0113573,Pedro Ferreira,493.642.850-49,GOIASPREV,matricula_duplicada:primeira_ocorrencia_linha_112574
120931,GO0121930,Leandro Gomes,371.420.837-53,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_116540
120935,GO0121934,Lucas Cardoso,647.824.939-56,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26012
120939,GO0121938,Aline Martins,996.912.755-40,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_95905
120943,GO0121942,Vanessa Moreira,290.940.286-72,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_26578
120948,GO0121947,Juliana Ribeiro,140.210.566-50,GOIASPREV,cpf_duplicado:primeira_ocorrencia_linha_28355
